BRAND,MODEL,VARIAN,BODY TYPE,HARGAOTR,HORSE POWER (HP),TORQUE (Nm),GROUND CLEARENCE,CHASSIS,EV_RANGE_KM,BATTERY (KWH),CC,TRANSMISSION,FUEL,WEIGHT (GVW),WHEEL (Inch),TYRE,WHEELBASE,LONG,WIDTH,HEIGHT,SEAT,DRIVE_SYS,DOOR,AIRBAGS,ABS,EBD,ESC,TCS,AEB,ACC,LKA,RCTA,ACC_STOP_GO,LANE_CENTERING,DRIVER_MONITOR_CAMERA,PARK_SENSOR_FRONT,PARK_SENSOR_REAR,REAR_CAMERA,CAMERA_360,TRUNK_CAPACITY_LITER,TIPE_SUSPENSI_BELAKANG,COMPRESSION_RATIO,TIPE_BATERAI,TILT_TELESCOPIC_STEERING,APPLE_CARPLAY,ANDROID_AUTO,LEATHER_SEAT,PARKING_BRAKE,AUTO_HOLD,WIRELESS_CHARGER,SOFT_TOUCH_INTERIOR,SUNROOF,POWER_TAILGATE,ELECTRIC_SEAT,AMBIENT_LIGHT,HEADLAMP,AIR_SUSPENSION,VENTILATED_SEAT,MASSAGE_SEAT,REAR_SEAT_ENTERTAINMENT,SOFT_CLOSE_DOOR,HEAD_UP_DISPLAY,REAR_LAMP,SPEEDOMETER,TOTAL_2025,INDEX_PERFORMANCE,INDEX_EFFICIENCY,INDEX_SAFETY,INDEX_COMFORT,INDEX_TECH,INDEX_SPACE,INDEX_POPULARITY,INDEX_PRICE
TOYOTA,GR COROLLA,1.6 TURBO (G16E),Hatchback,1360000000,300,370,119,Monocoque,0,0.0,1600T,MT,Petrol,2025,18,235/40,2640,4407,1851,1479,5,AWD,5,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,213,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Synthetic Leather,Manual,No,Yes,Yes,,No,No,No,LED,No,No,No,No,No,Yes,LED,Digital,1,0.12356570313743646,-0.3149450802947122,0.9375178284223856,-0.7507785667670188,0.34872546151236483,-0.5817259871335517,-0.3953765409381138,-0.5193407071888052
TOYOTA,GR SUPRA,MK 5,Coupe,2237600000,387,500,115,Monocoque,0,0.0,3000T,AT,Petrol,2060,19,255/35,2470,4380,1855,1290,2,RWD,2,7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,290,Multi-link,10.2,-,Lengkap,Wireless,Wired,Leather,Electric,Yes,Yes,Yes,,No,Yes (Front & Memory),Yes,LED,No,No,No,No,No,Yes,LED,Digital,6,0.44010502185014555,-0.34048598243963424,0.9375178284223856,0.1700159880654772,0.34872546151236483,-1.6961914648827712,-0.3932825377616411,-1.4153224340462824
TOYOTA,GR YARIS,1.6T FACELIFT AT (DAT),Hatchback,1216000000,305,400,124,Monocoque,0,0.0,1600T,AT,Petrol,1300,18,225/40,2560,3995,1805,1455,4,AWD,3,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,174,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Suede,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,21,-0.15091908419584016,0.2141164641358165,0.8461097548460191,-0.7507785667670188,-0.8303904636012663,-1.3476184511829326,-0.38700052823222303,-0.37232456239906425
TOYOTA,GR YARIS,1.6T FACELIFT MT,Hatchback,1166000000,305,400,124,Monocoque,0,0.0,1600T,MT,Petrol,1280,18,225/40,2560,3995,1805,1455,4,AWD,3,6,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,174,Multi-link,10.5,-,Lengkap,Wireless,Wireless,Suede,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,4,-0.15967596493124198,0.22871126536148623,0.6345544907937489,-0.7507785667670188,-0.8303904636012663,-1.3476184511829326,-0.3941201390322302,-0.32127728990262644
TOYOTA,INNOVA ZENIX,2.0 G CVT IMP 2025,MPV,437000000,172,205,185,Monocoque,0,0.0,1987,CVT,Petrol,2050,16,205/65,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,300,Torsion Beam,13.0,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,751,-0.049679591441033476,-0.5238247147887954,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,0.53183911597076,-0.08127606446720977,0.4229919430954373
TOYOTA,INNOVA ZENIX,2.0 G HEV CVT 2025,MPV,477000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2150,16,205/65,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,200,0.013522414697704571,-0.5663288530132361,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,0.53183911597076,-0.3120352145145006,0.38215412509828706
TOYOTA,INNOVA ZENIX,2.0 G HEV CVT IMP 2025,MPV,477000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2150,16,205/65,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,1713,0.013522414697704571,-0.5663288530132361,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,0.53183911597076,0.32161014668613647,0.38215412509828706
TOYOTA,INNOVA ZENIX,2.0 Q HEV CVT TSS IMP 2025,MPV,630000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2190,18,225/50,2850,4755,1850,1795,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,Yes,No,No,LED,Analog,2135,0.028117215923374305,-0.5882210548517407,1.0576650188982895,0.6304132654817253,0.9382834240691804,0.53183911597076,0.4983440147804319,0.22594947125918724
TOYOTA,INNOVA ZENIX,2.0 V CVT IMP 2025,MPV,476000000,172,205,185,Monocoque,0,0.0,1987,CVT,Petrol,2050,17,215/60,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,300,Torsion Beam,13.0,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,Yes,LED,No,No,No,Yes,No,No,LED,Analog,119,-0.049679591441033476,-0.5238247147887954,-0.7888541237730692,-0.2903812893507708,0.34872546151236483,0.53183911597076,-0.34595806597335826,0.3831750705482158
TOYOTA,INNOVA ZENIX,2.0 V HEV CVT IMP 2025,MPV,551000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2150,17,215/60,2850,4755,1850,1795,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,Panoramic,No,No,Yes,LED,No,No,No,Yes,No,No,LED,Analog,1591,0.013522414697704571,-0.5663288530132361,-0.42322182946760256,-0.2903812893507708,-0.24083250104445075,0.53183911597076,0.2705164691802028,0.30660416180355904
TOYOTA,INNOVA ZENIX,G CVT 2.0 (GAS),MPV,430000000,172,205,185,Monocoque,0,0.0,1987,CVT,Petrol,2050,16,205/65,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,300,Torsion Beam,13.0,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,4036,-0.049679591441033476,-0.5238247147887954,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,0.53183911597076,1.29448402247535,0.4301385612449386
TOYOTA,INNOVA ZENIX,G HEV CVT 2.0,MPV,477000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2150,16,205/65,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,4102,0.013522414697704571,-0.5663288530132361,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,0.53183911597076,1.3221248644047896,0.38215412509828706
TOYOTA,INNOVA ZENIX,Q HEV CVT TSS 2.0 MODELLISTA,MPV,638000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2190,18,225/50,2850,4755,1850,1795,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Driver),Yes,LED,No,No,No,Yes,No,No,LED,Analog,8053,0.028117215923374305,-0.5882210548517407,1.0576650188982895,0.6304132654817253,0.9382834240691804,0.53183911597076,2.976806174453512,0.2177819076597572
TOYOTA,INNOVA ZENIX,V CVT 2.0 (GAS),MPV,476000000,172,205,185,Monocoque,0,0.0,1987,CVT,Petrol,2050,17,215/60,2850,4755,1850,1795,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,300,Torsion Beam,13.0,-,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,,No,No,Yes,LED,No,No,No,Yes,No,No,LED,Analog,1816,-0.049679591441033476,-0.5238247147887954,-0.7888541237730692,-0.2903812893507708,-0.24083250104445075,0.53183911597076,0.36474661212147397,0.3831750705482158
TOYOTA,INNOVA ZENIX,V HEV CVT 2.0,MPV,551000000,184,206,185,Monocoque,0,1.3,1987,CVT,Hybrid,2150,17,215/60,2850,4755,1850,1795,7,FWD,5,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,300,Torsion Beam,14.0,NiMH,Lengkap,Wireless,Wireless,Fabric,Electric,Yes,No,Yes,Panoramic,No,No,Yes,LED,No,No,No,Yes,No,No,LED,Analog,6140,0.013522414697704571,-0.5663288530132361,-0.42322182946760256,-0.2903812893507708,-0.24083250104445075,0.53183911597076,2.175640559135059,0.30660416180355904
TOYOTA,KIJANG INNOVA REBORN,G AT DSL,MPV,438000000,147,360,178,Ladder Frame,0,0.0,2393,AT,Diesel,2430,16,205/65,2750,4735,1830,1795,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,260,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,1421,0.27248303963208237,-0.8416021333179353,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.36440645318268516,0.1993203611801312,0.42197099764550855
TOYOTA,KIJANG INNOVA REBORN,G AT DSL 2022,MPV,425000000,147,360,178,Ladder Frame,0,0.0,2393,AT,Diesel,2430,16,205/65,2750,4735,1830,1795,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,260,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,19859,0.27248303963208237,-0.8416021333179353,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.36440645318268516,7.921166474740836,0.4352432884945824
TOYOTA,KIJANG INNOVA REBORN,G DSL (MT),MPV,417000000,147,342,178,Ladder Frame,0,0.0,2393,MT,Diesel,2380,16,205/65,2750,4735,1830,1795,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,260,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,642,0.23716737814476743,-0.8142368810198045,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.36440645318268516,-0.1269253337143145,0.4434108520940125
TOYOTA,KIJANG INNOVA REBORN,G DSL (MT) 2022,MPV,398000000,147,342,178,Ladder Frame,0,0.0,2393,MT,Diesel,2380,16,205/65,2750,4735,1830,1795,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,260,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,8586,0.23716737814476743,-0.8142368810198045,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.36440645318268516,3.200026913065501,0.46280881564265886
TOYOTA,KIJANG INNOVA REBORN,G IMP 2022 (MT),MPV,398000000,147,342,178,Ladder Frame,0,0.0,2393,MT,Diesel,2380,16,205/65,2750,4735,1830,1795,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,260,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,Halogen,No,No,No,No,No,No,Halogen,Analog,0,0.23716737814476743,-0.8142368810198045,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.36440645318268516,-0.39579534157340834,0.46280881564265886
TOYOTA,LAND CRUISER,70,SUV,1350000000,228,360,230,Ladder Frame,0,0.0,3956,MT,Petrol,3060,16,265/70,2730,4720,1770,1955,5,4x4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,180,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Synthetic Leather,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,Halogen,Analog,138,0.903062543959405,-1.6091130466635692,-1.2119646518776097,-1.2111758441832667,-0.8303904636012663,0.3356781276245169,-0.338000853902762,-0.5091312526895176
TOYOTA,LAND CRUISER,300 GR SPORT,SUV,2656000000,301,700,235,Ladder Frame,0,0.0,3346,AT,Diesel,3230,18,265/65,2850,4965,1990,1945,7,4x4,5,10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,175,Rigid Axle,15.4,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front & Rear),Yes (Rear),Yes,No,Yes,LED,Digital,263,1.2847445854389408,-1.5371822058352411,1.423297313203756,1.5512078203142212,1.5278413866259961,1.0186812843871373,-0.28565077449094467,-1.8424860102964742
TOYOTA,LAND CRUISER,300 VX-R,SUV,2595000000,301,700,235,Ladder Frame,0,0.0,3346,AT,Diesel,3230,20,265/55,2850,4985,1980,1945,7,4x4,5,10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,175,Rigid Axle,15.4,-,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Moonroof,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front & Rear),Yes (Rear),Yes,No,Yes,LED,Digital,245,1.2847445854389408,-1.5371822058352411,1.423297313203756,1.5512078203142212,1.5278413866259961,1.012024967661269,-0.2931891859262464,-1.78020833785082
TOYOTA,NEW FORTUNER,2.4 G AT IMP 2024,SUV,581000000,147,400,225,Ladder Frame,0,0.0,2393,AT,Diesel,2650,17,265/65,2745,4795,1855,1835,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,200,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,168,0.39069257960710546,-0.9620092434297107,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.5843587045746268,-0.3254368348439258,0.27597579830569635
TOYOTA,NEW FORTUNER,2.4 G MT IMP 2024,SUV,565000000,147,400,225,Ladder Frame,0,0.0,2393,MT,Diesel,2620,17,265/65,2745,4795,1855,1835,7,RWD,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,200,Rigid Axle,15.6,-,Lengkap,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,118,0.3797464786878531,-0.9455900920508322,-0.9090013142489728,-1.2111758441832667,-0.8303904636012663,0.5843587045746268,-0.3463768666086528,0.29231092550455645
TOYOTA,NEW FORTUNER,2.7 SRZ W/ GR PARTS 4X2 IMP 2024,SUV,618000000,160,242,225,Ladder Frame,0,0.0,2694,AT,Petrol,2650,18,265/60,2745,4795,1855,1835,7,RWD,5,3,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,200,Rigid Axle,10.2,-,Lengkap,Wireless,Wireless,Leather,Manual,No,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,Yes,No,No,LED,Digital,289,0.3141902694871546,-1.043413804562881,-0.2743355220921621,0.6304132654817253,0.9382834240691804,0.5843587045746268,-0.2747619579732867,0.23820081665833234
TOYOTA,NEW FORTUNER,2.8 GR SPORT 4X4 IMP 2024,SUV,766000000,201,500,225,Ladder Frame,0,0.0,2755,AT,Diesel,2735,18,265/60,2745,4795,1855,1835,7,4x4,5,7,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,200,Rigid Axle,15.6,-,Lengkap,Wireless,Wireless,Suede,Manual,No,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,Yes,No,No,LED,Digital,2093,0.6610901273590971,-1.1064320033339006,0.7259625643701153,0.6304132654817253,0.9382834240691804,0.5843587045746268,0.48075438809806126,0.08710089006887632
TOYOTA,NEW FORTUNER,2.8 VRZ 4X4 AT IMP 2024,SUV,745000000,201,500,225,Ladder Frame,0,0.0,2755,AT,Diesel,2700,17,265/65,2745,4795,1855,1835,7,4x4,5,3,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,200,Rigid Axle,15.6,-,Lengkap,Wireless,Wireless,Leather,Manual,No,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,Yes,No,No,LED,Digital,247,0.648319676286636,-1.087276326725209,-0.6974460501967026,0.6304132654817253,0.34872546151236483,0.5843587045746268,-0.2923515846556573,0.10854074451738022
TOYOTA,NEW FORTUNER,2.8 VRZ W/ GR PARTS TSS 4X2 IMP 2024,SUV,668000000,201,500,225,Ladder Frame,0,0.0,2755,AT,Diesel,2650,18,265/60,2745,4795,1855,1835,7,RWD,5,7,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,200,Rigid Axle,15.6,-,Lengkap,Wireless,Wireless,Leather,Manual,No,Yes,Yes,,Yes,Yes (Front),Yes,LED,No,No,No,Yes,No,No,LED,Digital,10060,0.6300761747545488,-1.0599110744270783,0.7259625643701153,0.6304132654817253,0.9382834240691804,0.5843587045746268,3.817339049489651,0.1871535441618945
TOYOTA,NEW YARIS,1.5 GR SPORT CVT (3 AIRBAG),Hatchback,345000000,106,140,135,Monocoque,0,0.0,1496,CVT,Petrol,1500,16,195/50,2550,4145,1730,1500,5,FWD,5,3,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,310,Torsion Beam,11.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,152,-0.4974199217290456,-0.09001743945491628,-0.48589078614443226,-0.7507785667670188,-0.24083250104445075,-0.7280579079213475,-0.33213764500863846,0.516918924488883
TOYOTA,NEW YARIS,1.5 GR SPORT CVT (7 AIRBAG),Hatchback,352000000,106,140,135,Monocoque,0,0.0,1496,CVT,Petrol,1500,16,195/50,2550,4145,1730,1500,5,FWD,5,7,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,310,Torsion Beam,11.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,32,-0.4974199217290456,-0.09001743945491628,-0.12025849183896582,-0.7507785667670188,-0.24083250104445075,-0.7280579079213475,-0.38239372124398313,0.5097723063393816
TOYOTA,RAIZE,1.0T G CVT,SUV,277800000,98,140,200,Monocoque,0,0.0,1000T,CVT,Petrol,1570,17,205/60,2525,4030,1710,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,369,Torsion Beam,9.5,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,1107,-0.693262357255689,0.01708664758927479,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,-0.3760650379858818,0.06781696169764602,0.5855264587240954
TOYOTA,RAIZE,1.0T G MT,SUV,262700000,98,140,200,Monocoque,0,0.0,1000T,MT,Petrol,1550,17,205/60,2525,4030,1710,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,369,Torsion Beam,9.5,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,450,-0.7020192379910908,0.03168144881494452,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,-0.3760650379858818,-0.2073350556908659,0.6009427350180196
TOYOTA,RAIZE,1.0T GR SPORT CVT,SUV,292100000,98,140,200,Monocoque,0,0.0,1000T,CVT,Petrol,1580,17,205/60,2525,4030,1710,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,369,Torsion Beam,9.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,2034,-0.688883916887988,0.009789246976439922,-1.0004093878253395,-0.7507785667670188,-0.8303904636012663,-0.3760650379858818,0.45604515061568346,0.5709269387901141
TOYOTA,RAIZE,1.0T GR SPORT CVT TSS TWO TONE,SUV,317100000,98,140,200,Monocoque,0,0.0,1000T,CVT,Petrol,1590,17,205/60,2525,4030,1710,1635,5,FWD,5,6,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,369,Torsion Beam,9.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,2159,-0.6845054765202871,0.0024918463636049992,0.2114439626892083,-0.7507785667670188,-0.8303904636012663,-0.3760650379858818,0.5083952300275008,0.5454033025418953
TOYOTA,RAIZE,1.0T GR SPORT CVT TWO TONE,SUV,294700000,98,140,200,Monocoque,0,0.0,1000T,CVT,Petrol,1580,17,205/60,2525,4030,1710,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,369,Torsion Beam,9.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,379,-0.688883916887988,0.009789246976439922,-1.0004093878253395,-0.7507785667670188,-0.8303904636012663,-0.3760650379858818,-0.23706990079677817,0.5682724806202994
TOYOTA,RAIZE,1.2 G CVT,SUV,258600000,88,113,200,Monocoque,0,0.0,1200,CVT,Petrol,1560,16,205/65,2525,4030,1710,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,369,Torsion Beam,12.8,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,4137,-0.5809276353327381,-0.04280341631427334,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,-0.3760650379858818,1.3367828866400984,0.6051286113627276
TOYOTA,RAIZE,1.2 G MT,SUV,243500000,88,113,200,Monocoque,0,0.0,1200,MT,Petrol,1540,16,205/65,2525,4030,1710,1635,5,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,369,Torsion Beam,12.8,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Digital,197,-0.5882250359455728,-0.03185731539502101,-1.0004093878253395,-1.2111758441832667,-0.8303904636012663,-0.3760650379858818,-0.3132916164203842,0.6205448876566517
TOYOTA,RUSH,1.5 G AT,SUV,299500000,104,136,220,Ladder Frame,0,0.0,1500,AT,Petrol,1810,16,215/65,2685,4435,1695,1705,7,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,213,Rigid Axle,11.5,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,1845,-0.3903187732331399,-0.2607637918911434,-0.6347770935198729,-1.2111758441832667,-0.8303904636012663,0.07386974444696073,0.37689183054501557,0.5633719424606414
TOYOTA,RUSH,1.5 G MT,SUV,288500000,104,136,220,Ladder Frame,0,0.0,1500,MT,Petrol,1800,16,215/65,2685,4435,1695,1705,7,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,213,Rigid Axle,11.5,-,Tilt,Wired,Wired,Fabric,Manual,No,No,No,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,2062,-0.39396747353955736,-0.25529074143151725,-0.6347770935198729,-1.2111758441832667,-0.8303904636012663,0.07386974444696073,0.4677715684039305,0.5746023424098577
TOYOTA,NEW RUSH,1.5 GR SPORT AT,SUV,314600000,104,136,220,Ladder Frame,0,0.0,1500,AT,Petrol,1830,17,215/60,2685,4435,1695,1705,7,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,213,Rigid Axle,11.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,11322,-0.38302137262030506,-0.2717098928103957,-0.6347770935198729,-0.7507785667670188,-0.8303904636012663,0.07386974444696073,4.345865451231359,0.5479556661667172
TOYOTA,NEW RUSH,1.5 GR SPORT MT,SUV,303900000,104,136,220,Ladder Frame,0,0.0,1500,MT,Petrol,1820,17,215/60,2685,4435,1695,1705,7,RWD,5,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,213,Rigid Axle,11.5,-,Tilt,Wired,Wired,Synthetic Leather,Manual,No,No,Yes,,No,No,No,LED,No,No,No,No,No,No,LED,Analog,14574,-0.3866700729267225,-0.26623684235076955,-0.6347770935198729,-0.7507785667670188,-0.8303904636012663,0.07386974444696073,5.707805117209199,0.5588797824809548
TOYOTA,URBAN CRUISER,EV,SUV,650000000,201,266,170,Monocoque,450,60.0,0,Single Speed,BEV,1900,18,215/55,2700,4300,1820,1620,5,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,353,Multi-link,0.0,NMC,Lengkap,Wireless,Wireless,Synthetic Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front),Yes,LED,No,No,No,No,No,No,LED,Digital,1,0.2261830997249401,0.9782772298162092,1.0576650188982895,0.6304132654817253,0.9382834240691804,-0.1592862697384344,-0.3953765409381138,0.20553056226061212
TOYOTA,VELLFIRE,2.5 VIP HEV,MPV,1872800000,250,239,160,Monocoque,2,1.2,2500,CVT,HEV,2180,19,225/55,3000,4995,1850,1945,7,FWD,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150,Multi-link,14.0,NiMH,Lengkap,Wireless,Wireless,Leather,Electric,Yes,Yes,Yes,Panoramic,Yes,Yes (Front & Rear),Yes,LED,No,Yes (Front & Rear),Yes (Rear),Yes,Yes,Yes,LED,Digital,384,0.24546259807408,-0.7210130110988209,1.0576650188982895,1.5512078203142212,2.117399349182812,0.6290429852587527,-0.23497589762030546,-1.0428815339122717
TOYOTA,VELOZ,1.5 CVT,MPV,313200000,106,137,205,Monocoque,0,0.0,1500,CVT,Petrol,1740,16,195/60,2750,4475,1750,1700,7,FWD,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,137,Torsion Beam,10.5,-,Lengkap,Wired,Wired,Synthetic Leather,Electric,Yes,Yes,Yes,,No,No,Yes,LED,No,No,No,Yes,No,No,LED,Digital,359,-0.4119752822423543,-0.2224524386737603,-1.0004093878253395,-0.2903812893507708,0.34872546151236483,0.0760641563964401,-0.24544591350266895,0.5493849897966174
